titulo,content,link,rss,horario,web,url_web,lugar,nivel,local,telefono,mail,tipo,texto_embedding,document_type,search_category
PSK,"¿Qué es PSK?..Patricia Skvirsky busca que la elegancia, calidad y confianza se encuentren presentes en todos los aspectos y detalles. Una marca que ofrece un servicio personalizado excepcional, brindando un mix de joyas versátiles, finas y de calidad que te permitan transformar tu look, haciéndote sentir única y especial. Piezas creadas por mujeres para mujeres..Te podría interesar.Descubre que otras tiendas o espacios de MUT podrían ser de tu interés. Visita nuestro mercado y encuentra todo aquello que necesitas..#ffffffJoyas.",https://mut.cl/tiendas/psk/,https://www.instagram.com/psk_joyas/?hl=es; https://www.facebook.com/PSKJOYAS/,L-D: 10:00 - 20:00,,,Nivel -3,-3,,,,Tienda,"TIPO: Tienda | TIENDA: PSK | ¿Qué es PSK?..Patricia Skvirsky busca que la elegancia, calidad y confianza se encuentren presentes en todos los aspectos y detalles. Una marca que ofrece un servicio personalizado excepcional, brindando un mix de joyas versátiles, finas y de calidad que te permitan transformar tu look, haciéndote sentir única y especial. Piezas creadas por mujeres para mujeres..Te podría interesar.Descubre que otras tiendas o espacios de MUT podrían ser de tu interés. Visita nuestro mercado y encuentra todo aquello que necesitas..#ffffffJoyas. | UBICACION: Nivel -3 - Nivel -3 | HORARIO: L-D: 10:00 - 20:00",tienda,comercios_y_tiendas
Pinky Lady Beauty,"¿Qué es Pinky Lady Beauty?..Un beauty store donde podrás encontrar todo lo que tu belleza necesita. Cadena de tiendas de maquillaje, cuidado de la piel, pelo, uñas y accesorios..Te podría interesar.Descubre que otras tiendas o espacios de MUT podrían ser de tu interés. Visita nuestro mercado y encuentra todo aquello que necesitas..#ffffffBelleza.",https://mut.cl/tiendas/pinky-lady-beauty/,https://www.instagram.com/pinkladybeauty_cl/; https://www.facebook.com/PinkLadyBeautyStore,L-S: 10:00 - 20:00 D & F: 10:00 - 19:00,,,Nivel -3,-3,,,,Tienda,"TIPO: Tienda | TIENDA: Pinky Lady Beauty | ¿Qué es Pinky Lady Beauty?..Un beauty store donde podrás encontrar todo lo que tu belleza necesita. Cadena de tiendas de maquillaje, cuidado de la piel, pelo, uñas y accesorios..Te podría interesar.Descubre que otras tiendas o espacios de MUT podrían ser de tu interés. Visita nuestro mercado y encuentra todo aquello que necesitas..#ffffffBelleza. | UBICACION: Nivel -3 - Nivel -3 | HORARIO: L-S: 10:00 - 20:00 D & F: 10:00 - 19:00",tienda,comercios_y_tiendas
Pichara,"¿Qué es Pichara?..Pichara es una tienda especializada en belleza y cuidado personal. Ofrecemos una amplia variedad de productos profesionales para el cabello, rostro y cuerpo, con marcas exclusivas y asesoría experta para cada necesidad. Inspira tu rutina de belleza con nosotros..Te podría interesar.Descubre que otras tiendas o espacios de MUT podrían ser de tu interés. Visita nuestro mercado y encuentra todo aquello que necesitas..#ffffffPeluquería.",https://mut.cl/tiendas/pichara/,https://www.instagram.com/picharaoficial/; https://www.facebook.com/PicharaOficial/,L-D: 10:00 - 20:00,www.pichara.cl,https://www.pichara.cl/,Nivel -3,-3,,,,Tienda,"TIPO: Tienda | TIENDA: Pichara | ¿Qué es Pichara?..Pichara es una tienda especializada en belleza y cuidado personal. Ofrecemos una amplia variedad de productos profesionales para el cabello, rostro y cuerpo, con marcas exclusivas y asesoría experta para cada necesidad. Inspira tu rutina de belleza con nosotros..Te podría interesar.Descubre que otras tiendas o espacios de MUT podrían ser de tu interés. Visita nuestro mercado y encuentra todo aquello que necesitas..#ffffffPeluquería. | UBICACION: Nivel -3 - Nivel -3 | HORARIO: L-D: 10:00 - 20:00 | CONTACTO: Web: www.pichara.cl",tienda,comercios_y_tiendas
Multiservice,"¿Qué es Multiservice?..Multiservice se encarga de resolver la mayor cantidad de problemas domésticos del día a día con diversos productos y servicios en tienda o a domicilio, como cerrajería, electricidad, gasfitería y copias de llaves de auto, siempre entregando la mejor calidad y seguridad posible..Te podría interesar.Descubre que otras tiendas o espacios de MUT podrían ser de tu interés. Visita nuestro mercado y encuentra todo aquello que necesitas..Servicios.",https://mut.cl/tiendas/multiservice/,https://www.instagram.com/multiservicechile/?hl=es-la; https://www.facebook.com/multiservicecerrajeria/?locale=es_LA,L-S: 10:00 - 20:00 D & F: 10:00 - 19:00,,,Nivel -3,-3,,,,Tienda,"TIPO: Tienda | TIENDA: Multiservice | ¿Qué es Multiservice?..Multiservice se encarga de resolver la mayor cantidad de problemas domésticos del día a día con diversos productos y servicios en tienda o a domicilio, como cerrajería, electricidad, gasfitería y copias de llaves de auto, siempre entregando la mejor calidad y seguridad posible..Te podría interesar.Descubre que otras tiendas o espacios de MUT podrían ser de tu interés. Visita nuestro mercado y encuentra todo aquello que necesitas..Servicios. | UBICACION: Nivel -3 - Nivel -3 | HORARIO: L-S: 10:00 - 20:00 D & F: 10:00 - 19:00",tienda,comercios_y_tiendas
Librería Antártica,"¿Qué es Librería Antártica?..Librería Antártica es una librería familiar que, desde 1982, trabaja para acercar la lectura a más personas y seguir siendo una librería familiar y cálida, pero a la vez actualizada y moderna, donde puedes encontrar todos los libros que necesites..Te podría interesar.Descubre que otras tiendas o espacios de MUT podrían ser de tu interés. Visita nuestro mercado y encuentra todo aquello que necesitas..Librería.",https://mut.cl/tiendas/libreria-antartica/,https://www.instagram.com/antarticalibros/?hl=es; https://www.facebook.com/LibreriaAntartica/,L-S: 10:00 - 20:00 D & F: 10:00 - 19:00,,,Nivel 3,3,,,,Tienda,"TIPO: Tienda | TIENDA: Librería Antártica | ¿Qué es Librería Antártica?..Librería Antártica es una librería familiar que, desde 1982, trabaja para acercar la lectura a más personas y seguir siendo una librería familiar y cálida, pero a la vez actualizada y moderna, donde puedes encontrar todos los libros que necesites..Te podría interesar.Descubre que otras tiendas o espacios de MUT podrían ser de tu interés. Visita nuestro mercado y encuentra todo aquello que necesitas..Librería. | UBICACION: Nivel 3 - Nivel 3 | HORARIO: L-S: 10:00 - 20:00 D & F: 10:00 - 19:00",tienda,comercios_y_tiendas
Farmacias Knop,"¿Qué es Farmacias Knop?..Farmacias Knop, líderes en medicina natural en Chile, busca acercar alternativas de bienestar integral a la comunidad, con productos de excelencia y alto respaldo científico. Cuentan con una amplia variedad de productos para el cuidado de toda la familia, desde cosmética, vitaminas, suplementos, alimentación saludable y medicamentos naturales. Prefiere productos naturales, prefiere Farmacias Knop. ¡Te quiero Natural! .Te podría interesar.Descubre que otras tiendas o espacios de MUT podrían ser de tu interés. Visita nuestro mercado y encuentra todo aquello que necesitas..Farmacia.",https://mut.cl/tiendas/farmacias-knop/,https://www.instagram.com/farmaciasknop; https://www.facebook.com/Farmaciasknop; https://www.tiktok.com/@farmaciasknop,L-S: 10:00 - 20:00,www.farmaciasknop.com,https://www.farmaciasknop.com/,Nivel -3,-3,,,,Tienda,"TIPO: Tienda | TIENDA: Farmacias Knop | ¿Qué es Farmacias Knop?..Farmacias Knop, líderes en medicina natural en Chile, busca acercar alternativas de bienestar integral a la comunidad, con productos de excelencia y alto respaldo científico. Cuentan con una amplia variedad de productos para el cuidado de toda la familia, desde cosmética, vitaminas, suplementos, alimentación saludable y medicamentos naturales. Prefiere productos naturales, prefiere Farmacias Knop. ¡Te quiero Natural! .Te podría interesar.Descubre que otras tiendas o espacios de MUT podrían ser de tu interés. Visita nuestro mercado y encuentra todo aquello que necesitas..Farmacia. | UBICACION: Nivel -3 - Nivel -3 | HORARIO: L-S: 10:00 - 20:00 | CONTACTO: Web: www.farmaciasknop.com",tienda,comercios_y_tiendas
Farmacias Ahumada,"Quiénes somos.¿Qué es Farmacias Ahumada?..Farmacias Ahumada es una de las cadenas de farmacias más importantes en Chile, con una amplia red de locales con presencia desde Arica a Punta Arenas..Te podría interesar.Descubre que otras tiendas o espacios de MUT podrían ser de tu interés. Visita nuestro mercado y encuentra todo aquello que necesitas..#ffffff.PróximamenteFarmacia.",https://mut.cl/tiendas/farmacias-ahumadas/,https://www.instagram.com/farmaciasahumada/?hl=es; https://www.facebook.com/farmaciasahumadacl/,L-S: 10:00 - 20:00 D & F: 10:00 - 19:00,www.farmaciasahumada.cl,https://www.farmaciasahumada.cl,Nivel -3,-3,,,,Tienda,"TIPO: Tienda | TIENDA: Farmacias Ahumada | Quiénes somos.¿Qué es Farmacias Ahumada?..Farmacias Ahumada es una de las cadenas de farmacias más importantes en Chile, con una amplia red de locales con presencia desde Arica a Punta Arenas..Te podría interesar.Descubre que otras tiendas o espacios de MUT podrían ser de tu interés. Visita nuestro mercado y encuentra todo aquello que necesitas..#ffffff.PróximamenteFarmacia. | UBICACION: Nivel -3 - Nivel -3 | HORARIO: L-S: 10:00 - 20:00 D & F: 10:00 - 19:00 | CONTACTO: Web: www.farmaciasahumada.cl",tienda,comercios_y_tiendas
Casa Royal,"Quiénes somos.¿Qué es Casa Royal?..En Casa Royal conectan y acercan la tecnología a las personas facilitando su vida. Se dedican a la venta de una gran variedad de productos de audio y electrónica, servicio personalizado y experto..Te podría interesar.Descubre que otras tiendas o espacios de MUT podrían ser de tu interés. Visita nuestro mercado y encuentra todo aquello que necesitas..#ffffff.PróximamenteMúsica.Tecnología.",https://mut.cl/tiendas/casa-royal/,https://www.instagram.com/casaroyalchile/; https://www.facebook.com/casaroyalchile/?locale=es_LA,L-S: 10:00 - 20:00 D & F: 10:00 - 19:00,www.casaroyal.cl,https://casaroyal.cl,Nivel -3,-3,,,,Tienda,"TIPO: Tienda | TIENDA: Casa Royal | Quiénes somos.¿Qué es Casa Royal?..En Casa Royal conectan y acercan la tecnología a las personas facilitando su vida. Se dedican a la venta de una gran variedad de productos de audio y electrónica, servicio personalizado y experto..Te podría interesar.Descubre que otras tiendas o espacios de MUT podrían ser de tu interés. Visita nuestro mercado y encuentra todo aquello que necesitas..#ffffff.PróximamenteMúsica.Tecnología. | UBICACION: Nivel -3 - Nivel -3 | HORARIO: L-S: 10:00 - 20:00 D & F: 10:00 - 19:00 | CONTACTO: Web: www.casaroyal.cl",tienda,comercios_y_tiendas
Afex,"¿Qué es Afex?..Afex hace más de 45 años que ofrece servicios de compra y venta de divisas, envíos nacionales e internacionales de dinero y transferencias bancarias para pagos de exportadores e importadores. .Te podría interesar.Descubre que otras tiendas o espacios de MUT podrían ser de tu interés. Visita nuestro mercado y encuentra todo aquello que necesitas..Proximamente.Servicios.",https://mut.cl/tiendas/afex/,https://www.instagram.com/afexchile/?hl=es; https://www.facebook.com/Afexchile/?locale=es_LA,L-D: 10:00 - 21:00,www.afex.cl,https://www.afex.cl/,Nivel -3,-3,,,,Tienda,"TIPO: Tienda | TIENDA: Afex | ¿Qué es Afex?..Afex hace más de 45 años que ofrece servicios de compra y venta de divisas, envíos nacionales e internacionales de dinero y transferencias bancarias para pagos de exportadores e importadores. .Te podría interesar.Descubre que otras tiendas o espacios de MUT podrían ser de tu interés. Visita nuestro mercado y encuentra todo aquello que necesitas..Proximamente.Servicios. | UBICACION: Nivel -3 - Nivel -3 | HORARIO: L-D: 10:00 - 21:00 | CONTACTO: Web: www.afex.cl",tienda,comercios_y_tiendas
Feröz,"¿Qué es Feröz?..Chocolatería inspirada en sus orígenes suizos, fundada por dos hermanos que buscan generar la mejor experiencia para los fanáticos del chocolate.Chocolatería.Decoración.",https://mut.cl/tiendas/feroz/,https://www.instagram.com/ferozchocolates/; https://www.facebook.com/ferozchocolates/,L-D: 10:00 - 20:00,,,Nivel -3,,,,,Tienda,"TIPO: Tienda | TIENDA: Feröz | ¿Qué es Feröz?..Chocolatería inspirada en sus orígenes suizos, fundada por dos hermanos que buscan generar la mejor experiencia para los fanáticos del chocolate.Chocolatería.Decoración. | UBICACION: Nivel -3 | HORARIO: L-D: 10:00 - 20:00",tienda,comercios_y_tiendas
Vintage,".Vintage..¿Qué es Vintage?..En Vintage podrás encontrar las mejores y más variadas carcasas, para que puedas combinar la que quieras con tu estilo personal.Accesorios.Tecnología.",https://mut.cl/tiendas/vintage/,,L-S: 10:00 - 20:00 D & F: 10:00 - 19:00,,,Nivel -3,-3,,,,Tienda,"TIPO: Tienda | TIENDA: Vintage | .Vintage..¿Qué es Vintage?..En Vintage podrás encontrar las mejores y más variadas carcasas, para que puedas combinar la que quieras con tu estilo personal.Accesorios.Tecnología. | UBICACION: Nivel -3 - Nivel -3 | HORARIO: L-S: 10:00 - 20:00 D & F: 10:00 - 19:00",tienda,comercios_y_tiendas
Tip Top Galletas,"¿Qué es Tip Top?..Tip-Top es la galleta de Chile. Durante 40 años ha endulzado los hogares de chilenas y chilenos, con su exquisito sabor e inconfundible aroma de galletas recién horneadas.Ofrece una amplia variedad de galletas, que se dividen en tres categorías: clásicas, rellenas y bañadas, las cuales aún conservan la tradición de sus recetas y técnicas de horneo.Galletería.",https://mut.cl/tiendas/tip-top-galletas/,https://www.instagram.com/galletastiptop/; https://www.facebook.com/Galletastiptop,L-S: 10:00 - 20:00 D & F: 10:00 - 19:00,,,Nivel -3,-3,,,,Tienda,"TIPO: Tienda | TIENDA: Tip Top Galletas | ¿Qué es Tip Top?..Tip-Top es la galleta de Chile. Durante 40 años ha endulzado los hogares de chilenas y chilenos, con su exquisito sabor e inconfundible aroma de galletas recién horneadas.Ofrece una amplia variedad de galletas, que se dividen en tres categorías: clásicas, rellenas y bañadas, las cuales aún conservan la tradición de sus recetas y técnicas de horneo.Galletería. | UBICACION: Nivel -3 - Nivel -3 | HORARIO: L-S: 10:00 - 20:00 D & F: 10:00 - 19:00",tienda,comercios_y_tiendas
Rita Lira,"¿Qué es Rita Lira?..Bienvenido a Rita Lira, tu destino para pijamas únicos con un toque chileno. Diseñados en Chile y confeccionados en India, sus pijamas son una fusión de calidad, comodidad y diseño. Cada estampado es una obra de arte creada por talentosos diseñadores de todo el mundo, permitiéndote ser libre, espontáneo, lúdico y creativo en cualquier ocasión. Pijamas.Ropa.",https://mut.cl/tiendas/rita-lira/,https://www.instagram.com/ritalira_com/,L-D: 10:00 - 20:00,,,Nivel -1,1,,,,Tienda,"TIPO: Tienda | TIENDA: Rita Lira | ¿Qué es Rita Lira?..Bienvenido a Rita Lira, tu destino para pijamas únicos con un toque chileno. Diseñados en Chile y confeccionados en India, sus pijamas son una fusión de calidad, comodidad y diseño. Cada estampado es una obra de arte creada por talentosos diseñadores de todo el mundo, permitiéndote ser libre, espontáneo, lúdico y creativo en cualquier ocasión. Pijamas.Ropa. | UBICACION: Nivel -1 - Nivel 1 | HORARIO: L-D: 10:00 - 20:00",tienda,comercios_y_tiendas
